Often tagged as a comedy, The Man In The White Suit is laying out far more than a chuckle here and there.Sidney Stratton is an eccentric inventor who isn't getting the chances to flourish his inventions on the world because nobody pays him notice, he merely is the odd ball odd job man about the place as it were. After bluffing his way into Birnley's textile mill, he uses their laboratory to achieve his goal of inventing a fabric that not only never wears out, but also never needs to be cleaned!. He is at first proclaimed a genius and those who ignored him at first suddenly want a big piece of him, but then the doom portents of an industry going bust rears its head and acclaim quickly turns to something far more scary.Yes the film is very funny, in fact some scenes are dam hilarious, but it's the satirical edge to the film that lifts it way above the ordinary to me. The contradictions about the advent of technology is a crucial theme here, do we want inventions that save us fortunes whilst closing down industries ?, you only have to see what happened to the coal industry in Britain to know what I'm on about. The decade the film was made is a crucial point to note, the making of nuclear weapons became more than just hearsay, science was advancing to frighteningly new proportions. You watch this film and see the quick turnaround of events for the main protagonist Stanley, from hero to enemy in one foul swoop, a victim of his own pursuit to better mankind !, it's so dark the film should of been called The Man In The Black Suit.I honestly can't find anything wrong in this film, the script from Roger MacDougall, John Dighton, and director Alex Mackendrick could be filmed today and it wouldn't be out of place such is the sharpness and thought of mind it has. The sound and setting is tremendous, the direction is seamless, with the tonal shift adroitly handled by Mackendrick. Some of the scenes are just wonderful, one in particular tugs on the heart strings and brings one to think of a certain scene in David Lynch's Elephant Man some 29 years later, and yet after such a downturn of events the film still manages to take a wink as the genius that is Alec Guinness gets to close out the film to keep the viewers pondering not only the future of Stanley, but also the rest of us in this rapidly advancing world.A timeless masterpiece, thematically and as a piece of art, 10/10.	1
"If you read the book by Carl Hiaasen, the movie follows pretty much true to form, with a few minor changes for Hollywood. In my opinion this is a great family movie. Luke Wilson (Officer Delinko)pretty well steals the show from an all-star cast that includes Robert Wagner and Jimmy Buffet. The kids in the movie do a great job led by Logan Lerman, Brie Larson, and Cody Linley.Brie Larson is maybe a little too petite to play Beatrice. I pictured a bigger girl, maybe 6 foot, 175 lbs, in the role of Beatrice. This might have made her more believable in her role of beating up Dana. They should have developed her ""tough girl"" character more, and had her bite through a tire, or kick a soccer ball through a person. She is very pretty, and I understand why she was cast, she is a box office attraction.This is about as PG as a movie gets these days, no sex, and very little violence. This movie is a parents'dream come true, a movie with a strong environmental message, with kids that have deep appreciation for the beauty of Florida and its wildlife. It shows how adults have fallen short in the stewardship of our planet, and that our children can demand better. One of my favorite lines in the movie is when Mullet Fingers says, ""Florida could use some mountains like Montana. Florida is so flat there is nothing to stop developers from clearing it coast to coast"". Also, the photography of Florida wildlife spoke volumes without dialog. As a family movie with kids ages 5-15, this is a great movie! As a bonus parents' will be entertained, especially if they're ""parrotheads""."	1
I think the movie was one sided I watched it recently and find the documentary typical of western movie makers that was biased without substance. The fact is prostitution do exist everywhere in the world not in Tanzania alone and not because of this fish business, there prostitutes were there way before the Russian and other business people arrived in Mwanza. Poverty is indeed endemic in Africa let alone Tanzania and this is not because of fish fillet business, in fact the fish industry has helped millions to support their families on their daily life. This movie just tarnish the good image of this peace loving country. As for the arms trade the film could not substantiate if there is any truth in that indeed looking critically at the films one is doubting the authenticity of the film maker, it seems that their trying to prove their point by using a few characters which can be done for anything really. Yes Tanzania is a poor country yes there are prostitutes and street children but they are not the product this business, it is just a common scenario in most poor countries indeed the world over even in the western world...What a load of rubbish.The pilot themselves are talking of sending weapons to Angola which is more than 2000km south of Tanzania and the war was in DRC also miles away from Mwanza, the director could not give evidence how these weapons were transported from Mwanza to DRC!In short the films lacks focus and respectability, it is quite easy to find the character anywhere in Africa and has nothing to do Darwin's nightmare or fish fillet...What a load of rubbish!The truth is the Nile perch has not decimated all other species in the lake contrary to what the movie portrays and also less than 25% of all catches from lake Victoria are exported the rest is consumed locally so lets get that one right.	0
This movie was like a bad indie with A-list talent. The plot was silly, all the way to the end. It reminded me very much of something churned out for the home video market in the 1980's. I would have given it a one, but there were brief moments when you could see the actors really really straining to make this worthwhile. I think the worst thing was the underwater scene's held off of the dock. The underwater lighting seemed to come from no were, and whenever someone we were supposed to care about was close to running out of air, this air tank would kind of appear. I would avoid this, unless there is nothing else on the shelf. Good Day.	0
"This episode had potential. The basic premise of a woman living next door to an empty apartment (but a phone that constantly rings) is somewhat interesting. And when she explores the noise, there is genuine tension and fear. But stupid script writing ruins any promise the episode had.First of all, the woman readily admits to seeing things that would send most of us running in the other direction (e.g. ""It's funny that the door slammed shut even though there is no wind;"" ""This door has serious damage to it that wasn't here a minute ago;"" ""The door opened by itself, without me touching it;"" etc.). Given these supernatural phenomena, plus the fact that a woman committed suicide in the room, wouldn't she take some precaution before entering it? Maybe she could investigate in the day time. Or maybe she could investigate the apartment with somebody else. Or maybe she could TURN ON THE LIGHTS!!! Also, while in the haunted apartment, she decides to make numerous phone calls to the operator and gets into an argument over who has the power to disconnect the phone, and then they begin discussing the details of the suicide. JUST UNPLUG THE PHONE! The phone company doesn't need to be involved. Walk up to the phone and unplug it. Case closed.Finally, showing the phone scamper across the floor like it's alive was just comical. If the director wanted the woman to get strangled by the phone card, he could've done it in a way that didn't look cartoony. Brave Little Toaster anyone?"	0
"turned out to be another failed attempt by the laughable sci-fi channel. i am not sure who wrote the script, and interpreted the poem, but i am sure it was by some 17 year old teen who thought it would be awesome to a have a scoped crossbow in the movie. AAAAAAAH! when i saw that part, I lost all hope. Then...they set off for heorot in a what looks to be the ship that Christopher Columbus sailed in! when they reach Heorot, (which is supposed to be a Norse mead hall) the sci-fi group of idiots decided to make heorot look like a big stone castle. when i saw that part.. i wanted to scream. i really wanted this movie to be good, but sci-fi has yet to produce a good movie, so i don't know why i got my hopes up. Oh..and Grendel and his mother, are stupid also. (this comment is off topic about ""Grendel"")If anyone from the sci-fi channel is reading this..here is some good advice. NOT EVERY MOVIE YOU MAKE HAS TO BE ABOUT A BIG MONSTER THAT CAN RIP PEOPLE IN HALF, THATS NOT WHAT SCIENCE FICTION IS ABOUT! AND ALSO, STOP CASTING LOW-GRADE ACTORS LIKE STEPHEN BALDWIN TO BE IN YOUR FILMS! ITS NOT HELPING THE MOVIE, BUT MAKING IT WORSE!!!"	0
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"")."	0
Presenting Lily Mars may have provided Judy Garland with one of the easier roles she had while at MGM because Lily Mars is definitely a character she could identify with. A young girl with talent enough for ten, she knows she has what it takes to make it in the theater no matter how much producer Van Heflin from her home town discourages her.I really liked Judy in this one as the girl determined to make it in the theater. Because it is Judy Garland with the talent of Judy Garland you in the audience know she has the right stuff even if it takes Van Heflin nearly the whole movie to be convinced.Both Judy and Heflin hail from the same small town, Heflin's dad was the town doctor who delivered her and Heflin while he may have moved away and become a big producer on Broadway, their respective moms, Fay Bainter and Spring Byington have kept in touch. That's her entrée, but Heflin's constantly barraged with stagestruck kids, but never anyone quite like Lily Mars.No real big song hits came out of Presenting Lily Mars for Garland, though she sings all her numbers. The best in the film is a revival of that gaslight era chestnut, Every Little Movement Has A Meaning All Its Own. Judy sings it with Connie Gilchrist playing the cleaning lady in a Broadway theater where Heflin's show is being produced. Gilchrist was a star back in the days of the FloraDora Girls and she and Judy deliver the song in grand style with Connie. It's the best scene in the film as Gilchrist encourages Judy to keep at it. Composer Karl Hoschna had died a long time ago, but lyricist Otto Harbach was still alive and I'm betting he liked what he heard.European musical star Marta Eggerth is in Presenting Lily Mars as the show's star who's at first bemused, then angry and finally, understanding of Garland and Heflin. She did a couple of films with MGM and then went back to Europe for more work on the continent. I'm betting MGM didn't quite know what to do with her and her thick Hungarian accent, though Louis B. Mayer never met a soprano he didn't like.Van Heflin does well as the patient producer who puts up with a lot from Garland and Eggerth. Heflin was just coming off his Oscar for Johnny Eager the previous year and he and Garland wouldn't appear to be an ideal screen team, but they're not bad together.Presenting Lily Mars is a fine showcase for the talents of Judy Garland. And she didn't have to share the screen in another backstage film with Mickey Rooney.	1
"The folks at Disney have a lot to explain. First and foremost, why anyone thought this lesser-sitcom material would ever make even a half-decent motion picture. In the kooky 60's teleplay, the unique idea of Martians among us had not yet been given the sophisticated X-Files treatment. Quaint visions of little green men have long since been dispelled by the likes of E.T., CLOSE ENCOUNTERS and ALIENS 1-3.Any charm the property had was mainly due to the endearing relationship created between the late Bill Bixby as Tim and Ray Walston as the unworldly visitor. The conceit that Martians have antenna seemed dopey back then. Now it seems positively idiotic. Yet, Christopher Lloyd's Uncle Martin sports the metallic appendages. In an early shot, the antenna on a sign for the TV station Tim works at is supposed to make us think ""martian""! When's the last time you saw a TV with rabbit ears, eh?Disney doesn't trust quaint or relationships and crams this flick with youth-wooing special effects that include a talking space suit named Zoot! Yes, you read that correctly - Uncle Martin's silver space suit speaks. He is supposed to be a real hilarious cut-up! Figure again. I got stretch socks that are funnier than Zoot. Whenever the action lags (and it lags constantly), computer graphics are put into play to liven things up. Tim is here played by the amiable Jeff Daniels, who can't (or won't) do anything to save this floudering mess. Zesty Christine Ebersole brings some comic zeal to her neighbor lady role. Even Ray Walston himself is dragged painfully into the procedings - all to no avail. This alien visitor is dead on arrival.Constant talk of sitcoms turning to screen makes me only hope that the I DREAM OF JEANNIE movie won't feature a talking harem outfit. I pray that Samantha's cat in the movie BEWITCHED doesn't have lines. I live in fear that I LOVE LUCY - THE MOVIE will proudly feature a CG Conga Drum named Bongo.Paging Michael Eisner! Mickey Mouse - take me to your leader."	0
"I foolishly read the back of the DVD cover of this movie in Best Buy about a year ago, and said to myself, ""Seems funny, plus it has Michael Clarke Duncan, how can I lose!"" I proceeded to pay $15.99 plus tax for it. I took it over to a friends house and we both stood aghast at how poorly it was written and acted. Wooden performances abound. All the ""hilarious"" and ""outstanding"" performances promised never seemed to arrive. After 90 minutes I hung my head in shame, knowing that I could never get that 90 minutes or $15.99 back. I literally almost cried as well, because if that was what could be considered ""comedy"" I didn't want to believe in movies anymore. My friend and I constantly informed a friend of ours of the horror of this movie to the point that he needed to see it just to understand how bad it was. Over the holiday season this year I watched it with him because he didn't want to watch it alone. This was my next horrible mistake, because as I watched I just became angry. I began to yell at the movie, and I'm not one to talk to movies period. Everyone I know that has even glimpsed this movie has agreed its the worst they've ever seen. My sense of humor is sick and twisted and often offends my friends, but that could not save this movie even. The fact that this movie is not on the bottom 100 list on IMDb is astounding. The fact that its rating (at the time of this writing) is 3.6 is a crime against humanity."	0
